Expr1	CAS	Systematic Name	Synonyms	Molecular Weight in kg/kmol	Formula	Boiling Point in K	Melting Point in K	Flash Point in K	Vapor Pressure in kPa	Viscosity in kg/m-s	Thermal Conductivity in J/(m-s-K)	Surface Tension in kg/s2	Density in kg/m3	Oral Rat LD50 in mg/kg	Fathead Minnow LC50 in mg/L	Boiling Point Source	Melting Point Source	Flash Point Source	Vapor Pressure Source	Viscosity Source	Thermal Conductivity Source	Surface Tension Source	Density Source	Oral Rat LD50 Source	Fathead Minnow LC50 Source	g_ethanol	g_acetone	g_diethyl_ether	g_water	g_benzene	g_cis_2_heptene	g_n_propyl_chloride	g_n_heptadecane	g_n_propylamine	g_dimethyl_disulfide	OSHA_TWA	GWP	PCO	OD	AP	antoineConstantA	antoineConstantB	antoineConstantC	antoineTmin	antoineTmax	antoineSource	Est Tc in K	Est Pc in bar	Est omega
7	60-29-7	ethoxyethane	1,1'-Oxybisethane;3-Oxapentane;60-29-7;74446-43-8;7578-39-4;927820-24-4;AI3-24233;Aether;Anaesthetic ether;Anesthesia ether;Anesthetic ether;Diaethylaether;Diaethylaether [German];Diethyl ether;Diethyl ether [Anaesthetics, volatile];Diethyl ether or ethyl ether;Diethyl ether or ethyl ether [UN1155]  [Flammable liquid];Diethyl oxide;Dwuetylowy eter;Dwuetylowy eter [Polish];EINECS 200-467-2;Etere etilico;Etere etilico [Italian];Ethane, 1,1'-oxybis-;Ether;Ether ethylique;Ether ethylique [French];Ether, ethyl;Ethoxyethane;Ethyl ether;Ethyl ether (8CI);Ethyl ether, tech.;Ethyl oxide;HSDB 70;NSC 100036;Oxyde d'ethyle;Oxyde d'ethyle [French];Pronarcol;RCRA waste no. U117;RCRA waste number U117;Solvent ether;UN1155;UNII-0F5N573A2Y;	74.12	C4H10O	307.75	156.85	228.15	7.18E+01	2.2e-04	0.13	0.01	730.00	1216.33	2558.90	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	3.72	2.16	1.00	241.97	0.96	1.04	1.57	0.56	1.46	1.74	1200.00		1.02			6.17	1112.55	-40.49	156.85	466.70	Yaws	450.45	36.81	0.31
7	60-33-3	9,12-Octadecadienoic acid, (Z,Z)-	(Z,Z)-9,12-Octadecadienoic acid;60-33-3;8024-22-4;9,12-Octadecadienoic acid;9,12-Octadecadienoic acid (9Z,12Z)-;9,12-Octadecadienoic acid, (Z,Z)-;9-cis,12-cis-Linoleic acid;949900-18-9;9Z,12Z-Linoleic acid;AI3-11132;CCRIS 650;EINECS 200-470-9;Emersol 310;Emersol 315;Extra Linoleic 90;FEMA No. 3380;Grape seed oil;HSDB 5200;Linoleic acid;Linoleic acid, pure;Linolic acid;NSC 281243;Oils, grape;Oils, grape seed;Polylin 515;Polylin No. 515;Telfairic acid;UNII-9KJL21T0QJ;Unifac 6550;all-cis-9,12-Octadecadienoic acid;alpha-Linoleic acid;cis,cis-9,12-Octadecadienoic acid;cis,cis-Linoleic acid;cis-9,cis-12-Octadecadienoic acid;cis-delta9,12-Octadecadienoic acid;	280.45	C18H32O2	638.35	264.65	546.15	1.16E-07	0.01	0.15	0.02	900.00	11996.68	15.91	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.31	1.01	0.53	2.24	0.76	0.88	0.76	2.36	0.61	0.45						7.26	2780.12	-99.17	268.15	775.00	Yaws	815.19	13.57	1.17
7	60-34-4	methyldiazane	1-Methylhydrazine;4-04-00-03322 (Beilstein Handbook Reference);60-34-4;AI3-52240;BRN 0635645;CCRIS 394;EINECS 200-471-4;HSDB 1172;Hydrazine, methyl-;Hydrazomethane;MMH;Methyl hydrazine;Methylhydrazine;Methylhydrazine (mono);Methylhydrazine [UN1244]  [Poison];Methylhydrazine and its salts;Metylohydrazyna;Metylohydrazyna [Polish];Monomethylhydrazine;RCRA waste no. P068;RCRA waste number P068;UN1244;	46.07	CH6N2	360.65	220.75	294.15	6.67E+00	1.08e-03	0.23	0.03	860.00	32.03	320.83	Exp	Exp	Exp	Exp	Pred-Propred	Pred-Cranium	Pred-Cranium	Exp	Exp	Pred-HC	0.14	0.80	1.07	1.66	1.13	2.24	1.00	1.09	0.87	0.93	0.35					5.66	993.53	-93.09	242.15	364.15	Yaws	545.09	72.60	0.35
7	62-50-0	ethyl methanesulfonate	101946-08-1;4-04-00-00012 (Beilstein Handbook Reference);62-50-0;AI3-26396;BRN 0773969;CB 1528;CCRIS 299;EINECS 200-536-7;EMS;ENT 26396;Ethyl ester of methanesulfonic acid;Ethyl ester of methanesulphonic acid;Ethyl ester of methylsulfonic acid;Ethyl ester of methylsulphonic acid;Ethyl mesylate;Ethyl methanesulfonate;Ethyl methanesulphonate;Ethyl methansulphonate;Ethylester kyseliny methansulfonove;Ethylester kyseliny methansulfonove [Czech];HSDB 4007;Half-myleran;Methanesulfonic acid, ethyl ester;Methanesulphonic acid ethyl ester;Methylsulfonic acid, ethyl ester;NSC 26805;RCRA waste no. U119;RCRA waste number U119;UNII-9H154DI0UP;	124.16	C3H8O3S	486.65	285.72	373.15	2.80E-02	2.92e-03	0.13	0.03	1210.00	428.70	187.20	Exp	Pred-HC	Exp	Exp	Pred-HC	Pred-Cranium	Pred-HC	Exp	Pred-HC	Pred-HC	1.34	1.68	0.92	7.62	1.47	0.96	1.04	0.45	1.09	2.16												711.25		0.07
7	62-53-3	aniline	142-04-1 (hydrochloride);146997-94-6;17843-02-6 (phosphate [2:1]);20305-50-4 (sulfate);2424-53-5 (monosulfate);33921-12-9 (phosphonate [1:1]);37342-16-8;37832-42-1 (phosphate [1:1]);45497-73-2 (hydriodide);53894-37-4 (magnesium[1:1] salt);542-11-0 (hydrobromide);542-15-4 (nitrate);542-16-5 (sulfate [2:1]);62-53-3;AI3-03053;Aminobenzene;Aminophen;Anilin;Anilin [Czech];Anilina;Anilina [Italian, Polish];Aniline;Aniline (and salts);Aniline [UN1547]  [Poison];Aniline and homologs;Aniline and homologues;Aniline oil;Anyvim;Arylamine;Benzenamine;Benzene, amino;Benzidam;Blue Oil;C.I. 76000;C.I. Oxidation Base 1;CCRIS 44;CI 76000;CI Oxidation Base 1;Caswell No. 051C;Cyanol;EINECS 200-539-3;EPA Pesticide Chemical Code 251400;HSDB 43;Huile d'aniline;Huile d'aniline [French];Krystallin;Kyanol;NCI-C03736;Phenylamine;RCRA waste no. U012;RCRA waste number U012;UN 1547;UN1547;UNII-SIR7XX2F1K;	93.13	C6H7N	457.25	267.15	349.15	6.53E-02	3.72e-03	0.17	0.04	1020.00	250.11	94.65	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	0.54	0.31	0.17	9.68	1.69	0.15	0.21	6.7e-03	0.30	0.23	19.00					6.42	1668.14	-79.51	267.13	699.00	Yaws	698.63	49.61	0.39
7	64-04-0	2-phenylethanamine	(2-Aminoethyl)benzene;1-Amino-2-phenylethane;1-Phenyl-2-amino-athan;1-Phenyl-2-amino-athan [German];1-Phenyl-2-aminoethane;156-28-5 (hydrochloride);2-Amino-1-phenylethane;2-Amino-fenylethan;2-Amino-fenylethan [Czech];2-Fenylethylamin;2-Fenylethylamin [Czech];2-Phenethylamine;2-Phenylethylamine;4-12-00-02453 (Beilstein Handbook Reference);5471-08-9 (sulfate[2:1]);64-04-0;71750-39-5 (sulfate);AI3-03117;BRN 0507488;Benzeneethanamine;EINECS 200-574-4;Ethanamine, 2-phenyl-;Ethylamine, 2-phenyl-;FEMA No. 3220;HSDB 3526;NSC 10811;PHENETHYLAMINE, BETA;Phenethylamine;Phenylethylamine;UNII-327C7L2BXQ;beta-Aminoethylbenzene;beta-Phenethylamine;beta-Phenylaethylamin;beta-Phenylaethylamin [German];	121.18	C8H11N	470.65	213.15	363.75	4.68E-04	2.45e-03	0.15	0.03	960.00	730.78	94.34	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	0.92	0.93	0.88	2.52	0.96	1.77	0.71	2.56	1.06	0.67						6.34	1728.15	-71.99	311.49	534.24	Yaws	685.86	39.23	0.49
7	64-17-5	ethanol	1-Hydroxyethane;121182-78-3;64-17-5;8000-16-6;8024-45-1;AI3-01706;Absolute ethanol;Aethanol;Aethanol [German];Aethylalkohol;Aethylalkohol [German];Alcohol;Alcohol (ethyl alcohol);Alcohol 5% in dextrose 5%;Alcohol dehydrated;Alcohol, anhydrous;Alcohol, diluted;Alcohol, ethyl;Alcohols;Alcool ethylique;Alcool ethylique [French];Alcool etilico;Alcool etilico [Italian];Algrain;Alkohol;Alkohol [German];Alkoholu etylowego;Alkoholu etylowego [Polish];Anhydrol;CCRIS 945;Caswell No. 430;Cologne Spirit;Dehydrated alcohol;Denatured alcohol;Denatured alcohol CD-10;Denatured alcohol CD-5;Denatured alcohol CD-5a;Denatured alcohol SD-1;Denatured alcohol SD-13a;Denatured alcohol SD-17;Denatured alcohol SD-23a;Denatured alcohol SD-28;Denatured alcohol SD-30;Denatured alcohol SD-39b;Denatured alcohol SD-39c;Denatured alcohol SD-3a;Denatured alcohol SD-40m;Denatured ethanol;Distilled spirits;EINECS 200-578-6;EPA Pesticide Chemical Code 001501;EtOH;Etanolo;Etanolo [Italian];Ethanol;Ethanol 200 proof;Ethanol solution;Ethanol, undenatured;Ethyl alcohol;Ethyl alcohol & water, 10%;Ethyl alcohol & water, 20%;Ethyl alcohol & water, 30%;Ethyl alcohol & water, 40%;Ethyl alcohol & water, 5%;Ethyl alcohol & water, 50%;Ethyl alcohol & water, 60%;Ethyl alcohol & water, 70%;Ethyl alcohol & water, 80%;Ethyl alcohol & water, 95%;Ethyl alcohol & water, 96%;Ethyl alcohol and water;Ethyl alcohol anhydrous;Ethyl alcohol in alcoholic beverages;Ethyl alcohol usp;Ethyl alcohol, undenatured;Ethyl hydrate;Ethyl hydroxide;Ethylalcohol;Ethylalcohol [Dutch];Etylowy alkohol;Etylowy alkohol [Polish];FEMA No. 2419;FEMA Number 2419;Fermentation alcohol;Grain alcohol;HSDB 82;Hydroxyethane;Jaysol S;Methylcarbinol;Molasses alcohol;NCI-C03134;NSC 85228;Potato alcohol;Ru-Tuss Expectorant;SD Alchol 23-hydrogen;Spirits of wine;Tecsol;Tecsol C;UNII-3K9958V90M;	46.07	C2H6O	351.35	159.05	282.04	7.91E+00	1.07e-03	0.16	0.02	780.00	7055.25	13474.49	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	1.00	2.42	3.94	3.12	5.44	9.55	3.68	82.54	0.34	0.20	1900.00		0.40			7.25	1662.48	-35.01	159.05	516.25	Yaws	488.52	55.75	0.53
7	64-19-7	ethanoic acid	4-02-00-00094 (Beilstein Handbook Reference);64-19-7;77671-22-8;AI3-02394;Acetasol;Acetic acid;Acetic acid (natural);Acetic acid 0.25% in plastic container;Acetic acid solution, not less than 50% but more than 80% acid, by mass;Acetic acid solution, not less than 50% but more than 80% acid, by mass [UN2790] [Corrosive];Acetic acid solution, with more than 10% and less than 50% acid, by mass;Acetic acid solution, with more than 10% and less than 50% acid, by mass [UN2790] [Corrosive];Acetic acid, glacial;Acetic acid, glacial or acetic acid solution, >80% acid, by mass;Acetic acid, glacial or acetic acid solution, >80% acid, by mass [UN2789]  [Corrosive];Acetic acid, of a concentration of more than 10 per cent, by weight, of acetic acid;Acetic acid, water solutions;Aci-Jel;Acide acetique;Acide acetique [French];Acido acetico;Acido acetico [Italian];Azijnzuur;Azijnzuur [Dutch];BRN 0506007;CCRIS 5952;Caswell No. 003;EINECS 200-580-7;EPA Pesticide Chemical Code 044001;Essigsaeure;Essigsaeure [German];Ethanoic acid;Ethanoic acid monomer;Ethylic acid;FEMA No. 2006;FEMA Number 2006;Glacial acetic acid;HSDB 40;Kyselina octova;Kyselina octova [Czech];Methanecarboxylic acid;NSC 132953;Octowy kwas;Octowy kwas [Polish];Orlex;Pyroligneous acid;UN2789;UN2790;UNII-Q40Q9N063P;Vinegar acid;Vosol;	60.05	C2H4O2	391.05	289.75	313.15	2.09E+00	1.05e-03	0.16	0.02	1070.00	3308.15	83.48	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	0.46	1.01	2.37	2.75	3.06	7.03	2.71	102.03	0.94	0.21	25.00		0.18			6.40	1326.65	-89.23	230.35	591.95	Yaws	628.04	54.28	0.53
7	64-67-5	diethyl sulfate	182115-04-4;64-67-5;98503-29-8;AI3-15355;CCRIS 242;DES (VAN);Diaethylsulfat;Diaethylsulfat [German];Diethyl sulfate;Diethyl sulfate [UN1594]  [Poison];Diethyl sulphate;Diethyl tetraoxosulfate;Diethylester kyseliny sirove;Diethylester kyseliny sirove [Czech];Diethylsulfate;EINECS 200-589-6;Ethyl sulfate;HSDB 1636;NSC 56380;Sulfuric acid, diethyl ester;UN1594;UNII-K0FO4VFA7I;	154.18	C4H10O4S	481.15	249.15	351.45	2.80E-02	4.27e-03	0.12	0.03	1200.00	879.25	205.56	Exp	Exp	Exp	Exp	Pred-HC	Pred-Cranium	Pred-Propred	Exp	Exp	Pred-HC	1.28	1.58	0.88	6.86	1.39	0.98	0.99	0.63	1.04	2.08						6.30	1780.20	-68.24	248.00	792.00	Yaws	743.34	56.72	0.37
7	66-25-1	hexanal	1-Hexanal;4-01-00-03296 (Beilstein Handbook Reference);66-25-1;AI3-15364;Aldehyde C-6;BRN 0506198;C6 aldehyde;CCRIS 3219;Caproaldehyde;Caproic aldehyde;Capronaldehyde;EINECS 200-624-5;FEMA No. 2557;FEMA Number 2557;HSDB 560;Hexaldehyde;Hexaldehyde [UN1207]  [Flammable liquid];Hexanal;Hexanal (natural);Hexanaldehyde;Hexoic aldehyde;Hexylaldehyde;Kapronaldehyd;Kapronaldehyd [Czech];NSC 2596;UN1207;UNII-9DC2K31JJQ;n-Caproaldehyde;n-Caproic aldehyde;n-Capronaldehyde;n-Caproylaldehyde;n-Hexaldehyde;n-Hexanal;	100.16	C6H12O	404.15	217.15	305.15	1.51E+00	7.1e-04	0.13	0.02	820.00	4895.32	17.57	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Exp	1.26	1.21	1.14	21.39	0.98	1.88	0.90	3.56	0.70	0.37			1.19			6.31	1476.70	-58.58	217.15	591.00	Yaws	592.97	34.59	0.42
7	66-27-3	methyl methanesulfonate	4-04-00-00011 (Beilstein Handbook Reference);66-27-3;AI3-50052;BRN 1098586;CB 1540;CCRIS 396;EINECS 200-625-0;FDA 0092;HSDB 5103;MMS;Methanesulfonic acid methyl ester;Methanesulfonic acid, methyl ester;Methanesulphonic acid methyl ester;Methyl ester of methanesulfonic acid;Methyl ester of methanesulphonic acid;Methyl mesylate;Methyl methanesulfonate;Methyl methanesulfonic acid;Methyl methanesulphonate;Methyl methansulfonate;Methyl methansulphonate;Methylester kyseliny methansulfonove;Methylester kyseliny methansulfonove [Czech];Methylmethane sulfonate;Methylmethanesulfonate;Methylmethanesulphonate;Methylmethansulfonat;Methylmethansulfonat [German];NSC-50256;UNII-AT5C31J09G;as-Dimethyl sulfite;as-Dimethyl sulphite;	110.13	C2H6O3S	476.15	293.15	377.15	1.33E-02	2.61e-03	0.14	0.03	1300.00	224.90	355.60	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-Cranium	Pred-HC	Exp	Exp	Pred-HC	1.09	1.49	0.89	6.36	1.50	0.90	1.02	0.31	1.03	1.96												695.47		0.03
7	67-56-1	methanol	54841-71-3;67-56-1;AI3-00409;Alcohol, methyl;Alcool methylique;Alcool methylique [French];Alcool metilico;Alcool metilico [Italian];Bieleski's solution;CCRIS 2301;Carbinol;Caswell No. 552;Coat-B1400;Colonial Spirit;Colonial spirits;Columbian Spirit;Columbian spirits;EINECS 200-659-6;EPA Pesticide Chemical Code 053801;Eureka Products Criosine Disinfectant;Eureka Products, Criosine;Freers Elm Arrester;HSDB 93;Ideal Concentrated Wood Preservative;Metanol;Metanol [Spanish];Metanolo;Metanolo [Italian];Methanol;Methanol, or methyl alcohol;Methanol, or methyl alcohol [UN1230]  [Flammable liquid, Poison];Methyl alcohol;Methyl hydrate;Methyl hydroxide;Methylalkohol;Methylalkohol [German];Methylol;Metylowy alkohol;Metylowy alkohol [Polish];Monohydroxymethane;NSC 85232;Pyroxylic Spirit;Pyroxylic spirits;RCRA waste no. U154;RCRA waste number U154;Surflo-B17;UN1230;UNII-Y4S76JWI15;Wilbur-Ellis Smut-Guard;Wood Spirit;Wood alcohol;Wood naphtha;X-Cide 402 Industrial Bactericide;	32.04	CH4O	337.85	175.55	284.26	1.69E+01	5.5e-04	0.20	0.02	750.00	5634.15	28172.67	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	1.03	2.16	5.12	1.53	6.60	18.24	4.99	108.63	1.73	7.47	260.00		0.18			7.21	1582.91	-34.05	175.47	512.58	Yaws	439.82	63.78	0.49
7	67-63-0	propan-2-ol	1-Methylethanol;1-Methylethyl alcohol;2-Hydroxypropane;2-Propanol;2-Propyl alcohol;4-01-00-01461 (Beilstein Handbook Reference);67-63-0;8013-70-5;AI3-01636;Alcojel;Alcolo;Alcool isopropilico;Alcool isopropilico [Italian];Alcool isopropylique;Alcool isopropylique [French];Alcosolve;Alcosolve 2;Alkolave;Arquad DMCB;Avantin;Avantine;BRN 0635639;CCRIS 2308;Caswell No. 507;Combi-schutz;Dimethylcarbinol;EINECS 200-661-7;EPA Pesticide Chemical Code 047601;FEMA No. 2929;FEMA Number 2929;HSDB 116;Hartosol;Hibistat;Imsol A;Iso-propyl alcohol;Iso-propylalkohol;Iso-propylalkohol [German];Isohol;Isopropanol;Isopropanol or isopropyl alcohol;Isopropanol or isopropyl alcohol [UN1219]  [Flammable liquid];Isopropyl alcohol;Isopropyl alcohol (manufacture strong-acid process);Isopropyl alcohol (manufacturing-strong acid process only);Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, supplier notification not required);Isopropyl alcohol, rubbing;Lavacol;Lutosol;NSC 135801;Petrohol;Propol;Spectrar;Sterisol hand disinfectant;Takineocol;UN1219;UNII-ND2M416302;Visco 1152;i-Propanol;i-Propanol [German];i-Propyl alcohol;i-Propylalkohol;i-Propylalkohol [German];n-Propan-2-ol;sec-Propyl alcohol;	60.10	C3H8O	355.45	183.65	284.82	6.05E+00	2.04e-03	0.13	0.02	790.00	5045.99	10021.82	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	1.01	2.24	2.64	3.81	3.92	5.89	2.81	32.08	0.31	0.21	980.00		0.16			6.95	1483.30	-55.73	185.28	508.31	Yaws	496.83	48.88	0.56
7	67-64-1	acetone	2-Propanone;67-64-1;AI3-01238;Aceton;Aceton [German, Dutch, Polish];Acetone;Acetone (natural);Acetone [UN1090]  [Flammable liquid];CCRIS 5953;Caswell No. 004;Chevron acetone;Dimethyl ketone;Dimethylformaldehyde;Dimethylketal;EINECS 200-662-2;EPA Pesticide Chemical Code 004101;FEMA No. 3326;HSDB 41;Ketone propane;Ketone, dimethyl;Methyl ketone;NSC 135802;Propanone;Pyroacetic acid;Pyroacetic ether;RCRA waste no. U002;RCRA waste number U002;UN1090;UNII-1364PS73AF;beta-Ketopropane;	58.08	C3H6O	329.15	178.35	256.15	3.09E+01	3.1e-04	0.16	0.02	770.00	5795.64	8130.20	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	2.40	1.00	1.92	10.74	1.66	5.20	1.29	22.91	1.13	0.62	2400.00		0.09			6.43	1315.67	-32.67	178.45	508.20	Yaws	495.37	46.31	0.26
7	67-66-3	tris(chloranyl)methane	1,1,1-Trichloromethane;4-01-00-00042 (Beilstein Handbook Reference);67-66-3;8013-54-5;AI3-24207;BRN 1731042;CCRIS 137;Caswell No. 192;Chloroform;Chloroform [UN1888] [Poison];Chloroforme;Chloroforme [French];Cloroformio;Cloroformio [Italian];EINECS 200-663-8;EPA Pesticide Chemical Code 020701;Formyl trichloride;Freon 20;HSDB 56;Methane trichloride;Methane, trichloro-;Methenyl chloride;Methenyl trichloride;Methyl trichloride;NCI-C02686;NSC 77361;R 20 (Refrigerant);RCRA waste no. U044;RCRA waste number U044;Trichloormethaan;Trichloormethaan [Dutch];Trichlormethan;Trichlormethan [Czech];Trichloromethane;Triclorometano;Triclorometano [Italian];UN1888;UNII-7V31YC746X;	119.38	CHCl3	334.25	209.55	304.20	2.62E+01	5.4e-04	0.11	0.02	1480.00	694.86	96.14	Exp	Exp	Pred-HC	Exp	Exp	Exp	Exp	Exp	Exp	Exp	8.73	0.41	0.90	1.76	0.84	1.49	0.93	1.28	0.84	0.09	240.00	30	5.61e-03			6.23	1232.78	-42.93	209.63	536.40	Yaws	563.08	54.48	0.19
7	67-68-5	methylsulfinylmethane	164071-41-4;67-68-5;705301-21-9;8070-53-9;A 10846;AI3-26477;CCRIS 943;Caswell No. 381;DMS-70;DMS-90;DMSO;Deltan;Demasorb;Demavet;Demeso;Demsodrox;Dermasorb;Dimethyl sulfoxide;Dimethyl sulphoxide;Dimethyli sulfoxidum;Dimethyli sulfoxidum [INN-Latin];Dimethylsulfoxide;Dimethylsulfoxyde;Dimethylsulfoxyde [INN-French];Dimetil sulfoxido;Dimetil sulfoxido [INN-Spanish];Dimetilsolfossido;Dimetilsolfossido [DCIT];Dimexide;Dipirartril-tropico;Dolicur;Doligur;Domoso;Dromisol;Durasorb;EINECS 200-664-3;EPA Pesticide Chemical Code 000177;Gamasol 90;HSDB 80;Herpid;Hyadur;Infiltrina;Kemsol;M 176;Methane, 1,1'-sulfinylbis-;Methane, sulfinylbis-;Methyl sulfoxide;Methylsulfinylmethane;NSC 763;NSC-763;Rimso-5;Rimso-50;SQ 9453;Somipront;Sulfinylbis(methane);Sulfinylbis-methane (9CI);Syntexan;Topsym;Topsym (rescinded);UNII-YOW8V9698H;	78.13	C2H6OS	462.15	291.65	358.15	8.13E-02	1.95e-03	0.16	0.04	1100.00	14518.74	34035.25	Exp	Exp	Exp	Exp	Exp	Pred-Cranium	Exp	Exp	Exp	Exp	0.57	1.98	6.75	1.57	3.24	42.14	3.12	5391.68	2.69	0.99			1.86			6.35	1733.51	-65.57	291.67	726.00	Yaws	729.00	55.44	0.18
7	68-11-1	2-sulfanylethanoic acid	150-49-2 (bismuth(3+).hydrochloride salt[3:1:3]);2-Mercaptoacetate;2-Mercaptoacetic acid;2-Thioglycolic acid;29820-13-1 (calcium salt[1:1]);34452-51-2 (mono-potassium salt);367-51-1 (mono-hydrochloride salt);4-03-00-00600 (Beilstein Handbook Reference);5421-46-5 (mono-ammonium salt);57755-20-1;68-11-1;7283-42-3;814-71-1 (calcium salt[2:1]);AI3-24151;Acetic acid, 2-mercapto-;Acetic acid, mercapto-;Acide thioglycolique;Acide thioglycolique [French];BRN 0506166;CCRIS 4873;EINECS 200-677-4;Glycolic acid, 2-thio-;Glycolic acid, thio-;HSDB 2702;Kyselina merkaptooctova;Kyselina merkaptooctova [Czech];Kyselina thioglykolova;Kyselina thioglykolova [Czech];Mercaptoacetic acid;Mercaptoessigsaeure;NSC 1894;Thioglycolate;Thioglycolic acid;Thioglycolic acid [UN1940]  [Corrosive];Thioglycollic acid;Thiovanic acid;UN1940;UNII-7857H94KHM;USAF CB-35;	92.12	C2H4O2S	450.74	256.65	372.95	1.16E-02	2.18e-03	0.22	0.03	1310.00	114.13	30.02	Pred-HC	Exp	Exp	Exp	Pred-HC	Pred-Cranium	Pred-HC	Exp	Exp	Exp	0.67	1.83	6.12	1.23	3.39	25.90	4.59	2879.36	2.51	1.14	4.00											698.74	57.97	0.56
7	68-12-2	N,N-dimethylmethanamide	114057-15-7;15175-63-0;15175-77-6;33513-42-7;68-12-2;AI3-03311;CCRIS 1638;Caswell No. 366A;DMF;DMF (amide);DMFA;Dimethyl formamide;Dimethylamid kyseliny mravenci;Dimethylamid kyseliny mravenci [Czech];Dimethylformamid;Dimethylformamid [German];Dimethylformamide;Dimetilformamide;Dimetilformamide [Italian];Dimetylformamidu;Dimetylformamidu [Czech];Dwumetyloformamid;Dwumetyloformamid [Polish];EINECS 200-679-5;EPA Pesticide Chemical Code 366200;Formamide, N,N-dimethyl-;Formic acid, amide, N,N-dimethyl-;HSDB 78;N,N-Dimethyl formamide;N,N-Dimethylformamide;N,N-Dimethylformamide [UN2265]  [Flammable liquid];N,N-Dimethylmethanamide;N,N-Dimetilformamida;N,N-Dimetilformamida [Spanish];N-Formyldimethylamine;NCI-C60913;NSC 5356;U-4224;UN2265;UNII-8696NH0Y2X;	73.09	C3H7NO	426.15	212.75	330.95	5.16E-01	8.1e-04	0.18	0.03	880.00	2798.83	10543.31	Exp	Exp	Exp	Exp	Exp	Exp	Pred-Cranium	Exp	Exp	Exp	0.78	1.15	3.40	1.42	1.54	12.72	1.17	349.19	1.74	1.01	30.00					6.36	1597.92	-59.69	212.72	647.00	Yaws	547.95	44.25	0.36
7	70-29-1	1-ethylsulfinylethane	1,1'-Sulfinylbis(ethane);70-29-1;Diaethylsulfoxid;Diaethylsulfoxid [German];Diethyl sulfoxide;Diethyl sulphoxide;Diethylsulfoxide;EINECS 200-732-2;Ethane, 1,1'-sulfinylbis- (9CI);Ethyl sulfoxide;NSC 139125;	106.19	C4H10OS	476.45	287.15	371.53	5.60E-02	1.08e-03	0.14	0.03	1010.00	5651.52	255.80	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-Cranium	Pred-HC	Pred-HC	Exp	Pred-HC	2.62	2.60	1.01	17.34	1.54	0.98	1.19	0.46	1.43	3.01												750.42	43.44	0.26
7	71-23-8	propan-1-ol	1-Hydroxypropane;1-Propanol;1-Propyl alcohol;4-01-00-01413 (Beilstein Handbook Reference);71-23-8;AI3-16115;Albacol;Alcohol, propyl;Alcool propilico;Alcool propilico [Italian];Alcool propylique;Alcool propylique [French];BRN 1098242;CCRIS 3202;Caswell No. 709A;EINECS 200-746-9;EPA Pesticide Chemical Code 047502;Ethyl carbinol;Ethylcarbinol;FEMA No. 2928;FEMA Number 2928;HSDB 115;NSC 30300;Optal;Osmosol Extra;Propanol;Propanol, 1-;Propanol-1;Propanole;Propanole [German];Propanolen;Propanolen [Dutch];Propanoli;Propanoli [Italian];Propyl alcohol;Propyl alcohol (natural);Propyl alcohol, normal;Propylic alcohol;Propylowy alkohol;Propylowy alkohol [Polish];UN1274;UNII-96F264O9SV;n-Propan-1-ol;n-Propanol;n-Propanol or propyl alcohol, normal;n-Propanol or propyl alcohol, normal [UN1274]  [Flammable liquid];n-Propyl alcohol;n-Propyl alkohol;n-Propyl alkohol [German];	60.10	C3H8O	370.35	147.05	288.15	2.80E+00	1.96e-03	0.15	0.02	800.00	1870.45	4559.81	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Exp	1.01	2.24	2.63	3.81	3.93	5.89	2.81	32.14	0.31	0.21	500.00		0.67			6.89	1518.15	-60.07	200.00	536.71	Yaws	526.89	49.15	0.57
